case_number,date_filed,time_filed,crime_type_code,description,case_status,district_name,police_station,location_name,location_lat,location_lng,investigating_officer,year_filed,month_filed,hour_of_crime
KAR/BEN/2024/2178,2024-10-14,13:02:00,fraud,"Reported incident of fraud at Near Batta Zila, Bengaluru Urban.",open,Bengaluru Urban,Bengaluru Urban North PS,"Near Batta Zila, Bengaluru Urban",12.9513,77.5861,Insp. Warda Dhingra,2024,10,13
KAR/BEN/2024/2179,2024-07-05,15:19:00,eve_teasing,"Reported incident of eve teasing at Near Bhatti Street, Bengaluru Urban.",closed,Bengaluru Urban,Bengaluru Urban Central PS,"Near Bhatti Street, Bengaluru Urban",12.9391,77.5809,Insp. Agastya Bali,2024,7,15
KAR/BID/2024/2180,2025-03-12,04:50:00,chain_snatching,"Reported incident of chain snatching at Near Arora Path, Bidar. Suspect vehicle noticed with plate KA-12-P-5285.",under_investigation,Bidar,Bidar Market PS,"Near Arora Path, Bidar",17.8492,77.5627,Insp. Jairaj Palan,2025,3,4
KAR/BEN/2024/2181,2024-02-11,20:23:00,assault,"Reported incident of assault at Near Chokshi Zila, Bengaluru Urban.",open,Bengaluru Urban,Bengaluru Urban South PS,"Near Chokshi Zila, Bengaluru Urban",12.9585,77.51,Insp. Mitali Mane,2024,2,20
KAR/BEN/2024/2182,2024-07-19,12:36:00,murder,"Reported incident of murder at Near Korpal Circle, Bengaluru Urban.",under_investigation,Bengaluru Urban,Bengaluru Urban Central PS,"Near Korpal Circle, Bengaluru Urban",12.907,77.5499,Insp. Jack Dhillon,2024,7,12
KAR/KOL/2024/2183,2024-06-28,22:43:00,robbery,"Reported incident of robbery at Near Mahajan Zila, Kolar. Suspect vehicle noticed with plate KA-43-N-6343.",chargesheeted,Kolar,Kolar Market PS,"Near Mahajan Zila, Kolar",13.228,78.2225,Insp. Siya Joshi,2024,6,22
KAR/BEN/2024/2184,2025-03-26,17:33:00,burglary,"Reported incident of burglary at Near Bajwa Ganj, Bengaluru Urban.",open,Bengaluru Urban,Bengaluru Urban North PS,"Near Bajwa Ganj, Bengaluru Urban",12.938,77.5877,Insp. Nihal Deshpande,2025,3,17
KAR/KOL/2024/2185,2024-09-27,23:54:00,assault,"Reported incident of assault at Near Narang Zila, Kolar.",open,Kolar,Kolar Traffic PS,"Near Narang Zila, Kolar",13.1785,78.079,Insp. Rushil Narayanan,2024,9,23
KAR/VIJ/2024/2186,2024-03-27,01:10:00,burglary,"Reported incident of burglary at Near Nori Zila, Vijayapura.",chargesheeted,Vijayapura,Vijayapura Suburban PS,"Near Nori Zila, Vijayapura",16.7546,75.6348,Insp. Ekapad Joshi,2024,3,1
KAR/BEN/2024/2187,2025-05-12,21:30:00,assault,"Reported incident of assault at Near Saha, Bengaluru Urban.",chargesheeted,Bengaluru Urban,Bengaluru Urban Central PS,"Near Saha, Bengaluru Urban",12.9514,77.5792,Insp. Maanav Balakrishnan,2025,5,21
KAR/RAI/2024/2188,2024-11-03,09:16:00,cybercrime,"Reported incident of cybercrime at Near Ram Chowk, Raichur.",open,Raichur,Raichur Town PS,"Near Ram Chowk, Raichur",16.1336,77.3777,Insp. Eta Kohli,2024,11,9
KAR/BEN/2024/2189,2024-05-20,21:38:00,robbery,"Reported incident of robbery at Near Borah Path, Bengaluru Urban. Suspect vehicle noticed with plate KA-54-N-6989.",under_investigation,Bengaluru Urban,Bengaluru Urban North PS,"Near Borah Path, Bengaluru Urban",12.9573,77.5958,Insp. Isha Dora,2024,5,21
KAR/TUM/2024/2190,2025-06-01,10:10:00,robbery,"Reported incident of robbery at Near Shroff Circle, Tumakuru. Suspect vehicle noticed with plate KA-32-P-4694.",open,Tumakuru,Tumakuru Market PS,"Near Shroff Circle, Tumakuru",13.3218,77.0898,Insp. Maanas Tank,2025,6,10
KAR/VIJ/2024/2191,2024-02-14,09:08:00,property_crime,"Reported incident of property crime at Near Pall Path, Vijayapura.",open,Vijayapura,Vijayapura Market PS,"Near Pall Path, Vijayapura",16.8049,75.7978,Insp. Dalbir Parekh,2024,2,9
KAR/BEN/2024/2192,2024-08-26,01:47:00,chain_snatching,"Reported incident of chain snatching at Near Srinivas Road, Bengaluru Urban. Suspect vehicle noticed with plate KA-11-M-4815.",chargesheeted,Bengaluru Urban,Bengaluru Urban South PS,"Near Srinivas Road, Bengaluru Urban",12.9733,77.4903,Insp. Aarnav Maharaj,2024,8,1
KAR/BEN/2024/2193,2024-09-29,18:58:00,hit_and_run,"Reported incident of hit and run at Near Kothari Nagar, Bengaluru Urban.",under_investigation,Bengaluru Urban,Bengaluru Urban South PS,"Near Kothari Nagar, Bengaluru Urban",12.9935,77.5314,Insp. Raksha Bhandari,2024,9,18
KAR/BEN/2024/2194,2024-12-22,10:30:00,vehicle_theft,"Reported incident of vehicle theft at Near Arya Ganj, Bengaluru Urban. Suspect vehicle noticed with plate KA-30-P-6856.",open,Bengaluru Urban,Bengaluru Urban Central PS,"Near Arya Ganj, Bengaluru Urban",12.9285,77.5904,Insp. Ethan Hora,2024,12,10
KAR/MYS/2024/2195,2024-10-03,20:16:00,vehicle_theft,"Reported incident of vehicle theft at Near Bhardwaj Ganj, Mysuru. Suspect vehicle noticed with plate KA-31-N-6975.",open,Mysuru,Mysuru Traffic PS,"Near Bhardwaj Ganj, Mysuru",12.3121,76.6173,Insp. Teerth Dutt,2024,10,20
KAR/KOL/2024/2196,2025-04-26,08:16:00,robbery,"Reported incident of robbery at Near Lall Chowk, Kolar. Suspect vehicle noticed with plate KA-54-P-8836.",under_investigation,Kolar,Kolar Suburban PS,"Near Lall Chowk, Kolar",13.1411,78.0774,Insp. Dakshesh Brahmbhatt,2025,4,8
KAR/BEL/2024/2197,2024-12-18,13:39:00,burglary,"Reported incident of burglary at Near Hora Ganj, Belagavi.",open,Belagavi,Belagavi Suburban PS,"Near Hora Ganj, Belagavi",15.8193,74.4677,Insp. Anusha Bose,2024,12,13
KAR/MAN/2024/2198,2024-07-09,08:48:00,hit_and_run,"Reported incident of hit and run at Near Pall Circle, Mangaluru (Dakshina Kannada).",open,Mangaluru (Dakshina Kannada),Mangaluru (Dakshina Kannada) Suburban PS,"Near Pall Circle, Mangaluru (Dakshina Kannada)",12.8654,74.8729,Insp. Urvi Mandal,2024,7,8
KAR/BEN/2024/2199,2024-10-10,19:07:00,chain_snatching,"Reported incident of chain snatching at Near Sahota Road, Bengaluru Urban. Suspect vehicle noticed with plate KA-06-KB-5577.",chargesheeted,Bengaluru Urban,Bengaluru Urban East PS,"Near Sahota Road, Bengaluru Urban",13.0253,77.5774,Insp. Hemang Jain,2024,10,19
KAR/KOL/2024/2200,2025-05-21,18:18:00,assault,"Reported incident of assault at Near Bhandari Road, Kolar.",open,Kolar,Kolar Rural PS,"Near Bhandari Road, Kolar",13.1614,78.0634,Insp. Janaki Rajan,2025,5,18
KAR/CHI/2024/2201,2024-11-04,04:18:00,hit_and_run,"Reported incident of hit and run at Near Malhotra Road, Chikkamagaluru.",open,Chikkamagaluru,Chikkamagaluru Suburban PS,"Near Malhotra Road, Chikkamagaluru",13.4193,75.8319,Insp. Thomas Banik,2024,11,4
KAR/KOL/2024/2202,2024-08-26,02:20:00,robbery,"Reported incident of robbery at Near Bhatti Nagar, Kolar. Suspect vehicle noticed with plate KA-30-KB-5927.",closed,Kolar,Kolar Market PS,"Near Bhatti Nagar, Kolar",13.1989,78.2145,Insp. Wazir Venkataraman,2024,8,2
KAR/BEN/2024/2203,2024-12-26,22:44:00,fraud,"Reported incident of fraud at Near Padmanabhan Zila, Bengaluru Urban.",open,Bengaluru Urban,Bengaluru Urban Central PS,"Near Padmanabhan Zila, Bengaluru Urban",12.9549,77.5765,Insp. Ganga Magar,2024,12,22
KAR/HAS/2024/2204,2024-11-08,11:28:00,vehicle_theft,"Reported incident of vehicle theft at Near Kothari, Hassan. Suspect vehicle noticed with plate KA-09-B-4785.",open,Hassan,Hassan Market PS,"Near Kothari, Hassan",13.0045,76.1078,Insp. Vedant Murthy,2024,11,11
KAR/MAN/2024/2205,2024-04-12,23:54:00,eve_teasing,"Reported incident of eve teasing at Near Yadav, Mangaluru (Dakshina Kannada).",under_investigation,Mangaluru (Dakshina Kannada),Mangaluru (Dakshina Kannada) Market PS,"Near Yadav, Mangaluru (Dakshina Kannada)",13.0063,74.851,Insp. Andrew Dara,2024,4,23
KAR/BAL/2024/2206,2024-07-19,04:24:00,assault,"Reported incident of assault at Near Vyas Ganj, Ballari.",open,Ballari,Ballari Town PS,"Near Vyas Ganj, Ballari",15.0967,77.0158,Insp. Veda Pillai,2024,7,4
KAR/BEN/2024/2207,2024-08-16,06:13:00,chain_snatching,"Reported incident of chain snatching at Near D’Alia Ganj, Bengaluru Urban. Suspect vehicle noticed with plate KA-12-KB-6430.",open,Bengaluru Urban,Bengaluru Urban Traffic PS,"Near D’Alia Ganj, Bengaluru Urban",12.9435,77.6706,Insp. Vihaan Balan,2024,8,6
KAR/KOP/2024/2208,2024-01-15,19:58:00,fraud,"Reported incident of fraud at Near Nori Marg, Koppal.",open,Koppal,Koppal Traffic PS,"Near Nori Marg, Koppal",15.3888,76.1871,Insp. Anirudh Rajagopal,2024,1,19
KAR/BEL/2024/2209,2024-09-23,10:57:00,vehicle_theft,"Reported incident of vehicle theft at Near Kurian, Belagavi. Suspect vehicle noticed with plate KA-30-B-3264.",under_investigation,Belagavi,Belagavi Town PS,"Near Kurian, Belagavi",15.8611,74.5668,Insp. Anita Hari,2024,9,10
KAR/DAV/2024/2210,2024-10-29,08:05:00,assault,"Reported incident of assault at Near Jain Path, Davangere.",open,Davangere,Davangere Rural PS,"Near Jain Path, Davangere",14.3706,75.8499,Insp. Tristan Varughese,2024,10,8
KAR/BEN/2024/2211,2024-12-20,00:45:00,vehicle_theft,"Reported incident of vehicle theft at Near Iyer Zila, Bengaluru Urban. Suspect vehicle noticed with plate KA-35-N-4146.",chargesheeted,Bengaluru Urban,Bengaluru Urban North PS,"Near Iyer Zila, Bengaluru Urban",12.9516,77.5739,Insp. Ekiya Naidu,2024,12,0
KAR/KOP/2024/2212,2025-05-18,21:30:00,eve_teasing,"Reported incident of eve teasing at Near Deo, Koppal.",under_investigation,Koppal,Koppal Market PS,"Near Deo, Koppal",15.3707,76.2339,Insp. Ekapad Pal,2025,5,21
KAR/KOP/2024/2213,2024-12-23,21:25:00,chain_snatching,"Reported incident of chain snatching at Near Sathe Street, Koppal. Suspect vehicle noticed with plate KA-50-B-3339.",chargesheeted,Koppal,Koppal Town PS,"Near Sathe Street, Koppal",15.3315,76.1854,Insp. Xiti Pau,2024,12,21
KAR/BEN/2024/2214,2024-03-16,20:42:00,assault,"Reported incident of assault at Near Samra Nagar, Bengaluru Urban.",chargesheeted,Bengaluru Urban,Bengaluru Urban Central PS,"Near Samra Nagar, Bengaluru Urban",12.8988,77.5549,Insp. Falan Dora,2024,3,20
KAR/BEN/2024/2215,2024-03-13,02:12:00,vehicle_theft,"Reported incident of vehicle theft at Near Acharya Nagar, Bengaluru Urban. Suspect vehicle noticed with plate KA-06-P-8378.",chargesheeted,Bengaluru Urban,Bengaluru Urban Central PS,"Near Acharya Nagar, Bengaluru Urban",12.9206,77.5733,Insp. Niharika Rout,2024,3,2
KAR/BID/2024/2216,2024-03-16,23:24:00,fraud,"Reported incident of fraud at Near Saxena Road, Bidar.",open,Bidar,Bidar Suburban PS,"Near Saxena Road, Bidar",17.9065,77.5521,Insp. Rajeshri Sehgal,2024,3,23
KAR/KAL/2024/2217,2025-04-27,08:48:00,chain_snatching,"Reported incident of chain snatching at Near Nayar Path, Kalaburagi. Suspect vehicle noticed with plate KA-31-M-3844.",open,Kalaburagi,Kalaburagi Traffic PS,"Near Nayar Path, Kalaburagi",17.2936,76.8205,Insp. Akshay Char,2025,4,8
KAR/HUB/2024/2218,2024-12-03,23:29:00,property_crime,"Reported incident of property crime at Near Deshpande Zila, Hubballi-Dharwad.",chargesheeted,Hubballi-Dharwad,Hubballi-Dharwad Rural PS,"Near Deshpande Zila, Hubballi-Dharwad",15.2749,75.1358,Insp. Yashoda Madan,2024,12,23
KAR/MYS/2024/2219,2024-11-30,13:24:00,cybercrime,"Reported incident of cybercrime at Near Desai, Mysuru.",closed,Mysuru,Mysuru Traffic PS,"Near Desai, Mysuru",12.3234,76.5894,Insp. Praneel Anne,2024,11,13
KAR/HAS/2024/2220,2024-03-21,17:21:00,fraud,"Reported incident of fraud at Near Nagy Ganj, Hassan.",open,Hassan,Hassan Suburban PS,"Near Nagy Ganj, Hassan",13.0794,76.0874,Insp. Wakeeta Hayer,2024,3,17
KAR/KAL/2024/2221,2024-10-31,03:01:00,drug_offence,"Reported incident of drug offence at Near Dhingra Ganj, Kalaburagi.",under_investigation,Kalaburagi,Kalaburagi Industrial PS,"Near Dhingra Ganj, Kalaburagi",17.2965,76.9,Insp. Amaira Chakraborty,2024,10,3
KAR/BEN/2024/2222,2024-10-12,18:13:00,fraud,"Reported incident of fraud at Near Mukherjee Chowk, Bengaluru Urban.",open,Bengaluru Urban,Bengaluru Urban East PS,"Near Mukherjee Chowk, Bengaluru Urban",13.0711,77.6075,Insp. Tanay Radhakrishnan,2024,10,18
KAR/BEN/2024/2223,2024-03-21,02:14:00,robbery,"Reported incident of robbery at Near Bail Chowk, Bengaluru Rural. Suspect vehicle noticed with plate KA-34-N-3304.",open,Bengaluru Rural,Bengaluru Rural West PS,"Near Bail Chowk, Bengaluru Rural",13.1408,77.4789,Insp. Samar Karnik,2024,3,2
KAR/KOP/2024/2224,2025-03-12,00:11:00,senior_citizen_crime,"Reported incident of senior citizen crime at Near Sama Ganj, Koppal.",open,Koppal,Koppal Rural PS,"Near Sama Ganj, Koppal",15.4254,76.2236,Insp. Rachita Anand,2025,3,0
KAR/BEN/2024/2225,2024-11-28,15:29:00,fraud,"Reported incident of fraud at Near Karan Ganj, Bengaluru Urban.",open,Bengaluru Urban,Bengaluru Urban Central PS,"Near Karan Ganj, Bengaluru Urban",12.9269,77.5865,Insp. Luke Gara,2024,11,15
KAR/CHI/2024/2226,2024-02-11,20:34:00,fraud,"Reported incident of fraud at Near Kohli Zila, Chikkamagaluru.",closed,Chikkamagaluru,Chikkamagaluru Rural PS,"Near Kohli Zila, Chikkamagaluru",13.3074,75.7532,Insp. Yadavi Balan,2024,2,20
KAR/RAI/2024/2227,2025-05-18,06:52:00,chain_snatching,"Reported incident of chain snatching at Near Rajagopalan, Raichur. Suspect vehicle noticed with plate KA-09-KB-5851.",open,Raichur,Raichur Suburban PS,"Near Rajagopalan, Raichur",16.2746,77.3332,Insp. Frado Sangha,2025,5,6
KAR/BEN/2024/2228,2024-11-10,15:54:00,property_crime,"Reported incident of property crime at Near Chawla Zila, Bengaluru Urban.",open,Bengaluru Urban,Bengaluru Urban West PS,"Near Chawla Zila, Bengaluru Urban",12.8957,77.5881,Insp. Jonathan Garde,2024,11,15
KAR/MAN/2024/2229,2024-03-25,06:10:00,murder,"Reported incident of murder at Near Yogi Chowk, Mandya.",chargesheeted,Mandya,Mandya Rural PS,"Near Yogi Chowk, Mandya",12.5212,76.9443,Insp. Sachi Date,2024,3,6
KAR/BEN/2024/2230,2025-03-15,22:33:00,vehicle_theft,"Reported incident of vehicle theft at Near Gulati Marg, Bengaluru Urban. Suspect vehicle noticed with plate KA-46-M-3143.",under_investigation,Bengaluru Urban,Bengaluru Urban Central PS,"Near Gulati Marg, Bengaluru Urban",12.9225,77.5554,Insp. Hitesh Munshi,2025,3,22
KAR/BEN/2024/2231,2024-09-27,04:49:00,vehicle_theft,"Reported incident of vehicle theft at Near Sen Circle, Bengaluru Urban. Suspect vehicle noticed with plate KA-55-B-7192.",open,Bengaluru Urban,Bengaluru Urban Central PS,"Near Sen Circle, Bengaluru Urban",12.9025,77.5723,Insp. Gauri Kurian,2024,9,4
KAR/RAI/2024/2232,2024-02-28,07:53:00,fraud,"Reported incident of fraud at Near Hora Path, Raichur.",open,Raichur,Raichur Market PS,"Near Hora Path, Raichur",16.1901,77.3305,Insp. Ati Sama,2024,2,7
KAR/CHI/2024/2233,2025-04-23,03:52:00,assault,"Reported incident of assault at Near Pandey Ganj, Chikkamagaluru.",chargesheeted,Chikkamagaluru,Chikkamagaluru Suburban PS,"Near Pandey Ganj, Chikkamagaluru",13.3663,75.8683,Insp. Sneha Hora,2025,4,3
KAR/BEL/2024/2234,2025-02-12,06:33:00,burglary,"Reported incident of burglary at Near Badal Street, Belagavi.",open,Belagavi,Belagavi Traffic PS,"Near Badal Street, Belagavi",15.8614,74.4665,Insp. Finn Arora,2025,2,6
KAR/BEN/2024/2235,2025-03-21,07:32:00,drug_offence,"Reported incident of drug offence at Near Ratti Circle, Bengaluru Urban.",open,Bengaluru Urban,Bengaluru Urban West PS,"Near Ratti Circle, Bengaluru Urban",12.8839,77.54,Insp. Yagnesh Som,2025,3,7
KAR/BEN/2024/2236,2024-11-11,21:32:00,chain_snatching,"Reported incident of chain snatching at Near Nori Chowk, Bengaluru Rural. Suspect vehicle noticed with plate KA-17-P-9194.",under_investigation,Bengaluru Rural,Bengaluru Rural West PS,"Near Nori Chowk, Bengaluru Rural",13.183,77.503,Insp. Yashodhara Sanghvi,2024,11,21
KAR/RAI/2024/2237,2024-07-02,19:04:00,chain_snatching,"Reported incident of chain snatching at Near Radhakrishnan Road, Raichur. Suspect vehicle noticed with plate KA-01-B-9386.",open,Raichur,Raichur Industrial PS,"Near Radhakrishnan Road, Raichur",16.2257,77.4028,Insp. Jeremiah Badami,2024,7,19
KAR/HUB/2024/2238,2024-08-19,00:47:00,vehicle_theft,"Reported incident of vehicle theft at Near Chandran Circle, Hubballi-Dharwad. Suspect vehicle noticed with plate KA-52-N-1527.",open,Hubballi-Dharwad,Hubballi-Dharwad Rural PS,"Near Chandran Circle, Hubballi-Dharwad",15.2696,75.1432,Insp. Keya Tara,2024,8,0
KAR/MYS/2024/2239,2024-06-27,20:04:00,chain_snatching,"Reported incident of chain snatching at Near Wali Path, Mysuru. Suspect vehicle noticed with plate KA-09-A-1045.",open,Mysuru,Mysuru West PS,"Near Wali Path, Mysuru",12.3838,76.5707,Insp. Zilmil Khare,2024,6,20
KAR/DAV/2024/2240,2025-02-09,19:46:00,vehicle_theft,"Reported incident of vehicle theft at Near Munshi Marg, Davangere. Suspect vehicle noticed with plate KA-08-KA-5479.",open,Davangere,Davangere Traffic PS,"Near Munshi Marg, Davangere",14.4212,75.9129,Insp. Bhavika Ramanathan,2025,2,19
KAR/SHI/2024/2241,2024-08-07,02:59:00,vehicle_theft,"Reported incident of vehicle theft at Near Bhavsar Circle, Shivamogga. Suspect vehicle noticed with plate KA-43-KA-7132.",open,Shivamogga,Shivamogga Industrial PS,"Near Bhavsar Circle, Shivamogga",13.8525,75.568,Insp. Eta Balay,2024,8,2
KAR/MYS/2024/2242,2024-05-07,19:23:00,vehicle_theft,"Reported incident of vehicle theft at Near Raval Path, Mysuru. Suspect vehicle noticed with plate KA-48-A-6468.",open,Mysuru,Mysuru North PS,"Near Raval Path, Mysuru",12.2297,76.5792,Insp. Tanish Zachariah,2024,5,19
KAR/BEN/2024/2243,2025-01-06,21:49:00,chain_snatching,"Reported incident of chain snatching at Near Goswami Zila, Bengaluru Urban. Suspect vehicle noticed with plate KA-32-KA-6768.",under_investigation,Bengaluru Urban,Bengaluru Urban North PS,"Near Goswami Zila, Bengaluru Urban",12.9569,77.6117,Insp. Christopher Saxena,2025,1,21
KAR/RAI/2024/2244,2024-08-16,20:05:00,burglary,"Reported incident of burglary at Near Cheema Marg, Raichur.",open,Raichur,Raichur Market PS,"Near Cheema Marg, Raichur",16.1507,77.3091,Insp. Tanay Narula,2024,8,20
KAR/MAN/2024/2245,2024-07-12,05:45:00,vehicle_theft,"Reported incident of vehicle theft at Near Parmar Zila, Mangaluru (Dakshina Kannada). Suspect vehicle noticed with plate KA-26-P-7759.",chargesheeted,Mangaluru (Dakshina Kannada),Mangaluru (Dakshina Kannada) Suburban PS,"Near Parmar Zila, Mangaluru (Dakshina Kannada)",12.8366,74.9106,Insp. Sanya Bhardwaj,2024,7,5
KAR/BEN/2024/2246,2024-01-12,23:05:00,fraud,"Reported incident of fraud at Near Chakraborty Path, Bengaluru Urban.",open,Bengaluru Urban,Bengaluru Urban Central PS,"Near Chakraborty Path, Bengaluru Urban",12.9231,77.5586,Insp. Nimrat Buch,2024,1,23
KAR/RAI/2024/2247,2024-07-26,08:15:00,fraud,"Reported incident of fraud at Near Khurana Nagar, Raichur.",chargesheeted,Raichur,Raichur Rural PS,"Near Khurana Nagar, Raichur",16.1756,77.269,Insp. Yochana Jhaveri,2024,7,8
KAR/BEN/2024/2248,2024-08-01,16:14:00,assault,"Reported incident of assault at Near Nayar Circle, Bengaluru Urban.",open,Bengaluru Urban,Bengaluru Urban Traffic PS,"Near Nayar Circle, Bengaluru Urban",12.9959,77.6382,Insp. Netra Bora,2024,8,16
KAR/BEN/2024/2249,2024-05-01,20:13:00,chain_snatching,"Reported incident of chain snatching at Near Mann Road, Bengaluru Urban. Suspect vehicle noticed with plate KA-47-P-7981.",chargesheeted,Bengaluru Urban,Bengaluru Urban Traffic PS,"Near Mann Road, Bengaluru Urban",12.9459,77.6838,Insp. Aarav Parikh,2024,5,20
KAR/HAS/2024/2250,2024-11-26,09:30:00,drug_offence,"Reported incident of drug offence at Near Kaur Zila, Hassan.",open,Hassan,Hassan Town PS,"Near Kaur Zila, Hassan",13.0261,76.0467,Insp. Zehaan Nori,2024,11,9
KAR/MAN/2024/2251,2024-06-29,22:07:00,assault,"Reported incident of assault at Near Hans Path, Mangaluru (Dakshina Kannada).",open,Mangaluru (Dakshina Kannada),Mangaluru (Dakshina Kannada) Industrial PS,"Near Hans Path, Mangaluru (Dakshina Kannada)",12.8828,74.8324,Insp. Neelima Srivastava,2024,6,22
KAR/BEN/2024/2252,2024-06-18,22:35:00,drug_offence,"Reported incident of drug offence at Near Baria Ganj, Bengaluru Urban.",open,Bengaluru Urban,Bengaluru Urban North PS,"Near Baria Ganj, Bengaluru Urban",12.9565,77.6067,Insp. Anay Chada,2024,6,22
KAR/BEN/2024/2253,2025-01-07,01:03:00,vehicle_theft,"Reported incident of vehicle theft at Near Dugar Nagar, Bengaluru Urban. Suspect vehicle noticed with plate KA-22-A-6410.",under_investigation,Bengaluru Urban,Bengaluru Urban Traffic PS,"Near Dugar Nagar, Bengaluru Urban",12.998,77.6403,Insp. Hemang Prakash,2025,1,1
KAR/BEN/2024/2254,2024-12-20,12:59:00,chain_snatching,"Reported incident of chain snatching at Near Saini Circle, Bengaluru Urban. Suspect vehicle noticed with plate KA-53-B-6125.",open,Bengaluru Urban,Bengaluru Urban South PS,"Near Saini Circle, Bengaluru Urban",12.9778,77.4989,Insp. Zehaan Raj,2024,12,12
KAR/BAL/2024/2255,2025-01-18,12:27:00,domestic_violence,"Reported incident of domestic violence at Near Lad Street, Ballari.",under_investigation,Ballari,Ballari Suburban PS,"Near Lad Street, Ballari",15.1895,76.9201,Insp. Ganga Oommen,2025,1,12
KAR/BEN/2024/2256,2024-05-02,09:25:00,robbery,"Reported incident of robbery at Near Sur Chowk, Bengaluru Urban. Suspect vehicle noticed with plate KA-08-A-9592.",under_investigation,Bengaluru Urban,Bengaluru Urban East PS,"Near Sur Chowk, Bengaluru Urban",13.0549,77.5644,Insp. Orinder Shroff,2024,5,9
KAR/BEN/2024/2257,2024-12-24,18:38:00,chain_snatching,"Reported incident of chain snatching at Near Zachariah Zila, Bengaluru Urban. Suspect vehicle noticed with plate KA-23-B-9185.",closed,Bengaluru Urban,Bengaluru Urban Traffic PS,"Near Zachariah Zila, Bengaluru Urban",12.9779,77.6863,Insp. Ekaraj Kant,2024,12,18
KAR/CHI/2024/2258,2025-02-11,11:48:00,drug_offence,"Reported incident of drug offence at Near Bhatia Street, Chikkamagaluru.",chargesheeted,Chikkamagaluru,Chikkamagaluru Rural PS,"Near Bhatia Street, Chikkamagaluru",13.3119,75.7696,Insp. Falan Sundaram,2025,2,11
KAR/KOL/2024/2259,2024-03-09,04:47:00,robbery,"Reported incident of robbery at Near Badal Chowk, Kolar. Suspect vehicle noticed with plate KA-28-P-8704.",open,Kolar,Kolar Suburban PS,"Near Badal Chowk, Kolar",13.1306,78.0668,Insp. Elijah Sura,2024,3,4
KAR/BEL/2024/2260,2024-02-06,21:39:00,robbery,"Reported incident of robbery at Near Ravel Circle, Belagavi. Suspect vehicle noticed with plate KA-49-A-5934.",chargesheeted,Belagavi,Belagavi Rural PS,"Near Ravel Circle, Belagavi",15.8347,74.493,Insp. Wazir Nadkarni,2024,2,21
KAR/BEN/2024/2261,2024-05-18,09:46:00,eve_teasing,"Reported incident of eve teasing at Near Kumer Circle, Bengaluru Urban.",under_investigation,Bengaluru Urban,Bengaluru Urban East PS,"Near Kumer Circle, Bengaluru Urban",13.0665,77.6197,Insp. Hamsini Dhingra,2024,5,9
KAR/BEN/2024/2262,2024-08-26,03:13:00,chain_snatching,"Reported incident of chain snatching at Near Sha Path, Bengaluru Urban. Suspect vehicle noticed with plate KA-44-KA-8061.",open,Bengaluru Urban,Bengaluru Urban North PS,"Near Sha Path, Bengaluru Urban",12.9613,77.5843,Insp. Tanvi Bera,2024,8,3
KAR/RAI/2024/2263,2025-03-17,17:53:00,burglary,"Reported incident of burglary at Near Tak Marg, Raichur.",open,Raichur,Raichur Market PS,"Near Tak Marg, Raichur",16.1398,77.3004,Insp. Hemang Chowdhury,2025,3,17
KAR/BEN/2024/2264,2024-10-23,19:50:00,chain_snatching,"Reported incident of chain snatching at Near Sethi Nagar, Bengaluru Urban. Suspect vehicle noticed with plate KA-11-KA-5184.",under_investigation,Bengaluru Urban,Bengaluru Urban South PS,"Near Sethi Nagar, Bengaluru Urban",12.9681,77.5347,Insp. Frado Kurian,2024,10,19
KAR/KOP/2024/2265,2024-11-24,03:46:00,assault,"Reported incident of assault at Near De Nagar, Koppal.",open,Koppal,Koppal Town PS,"Near De Nagar, Koppal",15.3058,76.1885,Insp. Bishakha Parikh,2024,11,3
KAR/BEL/2024/2266,2024-11-25,02:33:00,chain_snatching,"Reported incident of chain snatching at Near Chowdhury Chowk, Belagavi. Suspect vehicle noticed with plate KA-32-A-6729.",under_investigation,Belagavi,Belagavi Suburban PS,"Near Chowdhury Chowk, Belagavi",15.8199,74.4699,Insp. Bhavika Randhawa,2024,11,2
KAR/KOP/2024/2267,2025-01-16,00:40:00,assault,"Reported incident of assault at Near Agrawal, Koppal.",open,Koppal,Koppal Suburban PS,"Near Agrawal, Koppal",15.4204,76.2265,Insp. Ekapad Chopra,2025,1,0
KAR/MYS/2024/2268,2024-05-09,20:16:00,robbery,"Reported incident of robbery at Near Suresh Chowk, Mysuru. Suspect vehicle noticed with plate KA-15-M-3949.",chargesheeted,Mysuru,Mysuru Traffic PS,"Near Suresh Chowk, Mysuru",12.3209,76.5626,Insp. Vasudha Nori,2024,5,20
KAR/HUB/2024/2269,2024-08-16,09:31:00,drug_offence,"Reported incident of drug offence at Near Maharaj Path, Hubballi-Dharwad.",under_investigation,Hubballi-Dharwad,Hubballi-Dharwad Market PS,"Near Maharaj Path, Hubballi-Dharwad",15.4084,75.1618,Insp. Falguni Dixit,2024,8,9
KAR/TUM/2024/2270,2025-05-12,07:51:00,cybercrime,"Reported incident of cybercrime at Near Pillay Marg, Tumakuru.",closed,Tumakuru,Tumakuru Industrial PS,"Near Pillay Marg, Tumakuru",13.314,77.061,Insp. Raagini Thaman,2025,5,7
KAR/BAL/2024/2271,2024-08-14,12:30:00,eve_teasing,"Reported incident of eve teasing at Near Joshi Ganj, Ballari.",chargesheeted,Ballari,Ballari Rural PS,"Near Joshi Ganj, Ballari",15.1481,76.9113,Insp. Baghyawati Kapur,2024,8,12
